216	sp|Q5YP47|MSHA_NOCFA	28.514	249	150	10	123	351	177	417	1.22e-12	72.0
216	sp|A1SP12|MSHA_NOCSJ	25.078	319	184	13	74	349	143	449	1.37e-12	72.0
216	sp|A1R8N8|MSHA_PAEAT	27.426	237	158	6	130	355	171	404	3.04e-12	70.9
216	sp|Q48453|YC07_KLEPN	40.000	80	46	1	228	307	240	317	4.28e-12	70.1
216	sp|A0QQZ8|MSHA_MYCS2	30.000	230	142	8	133	351	186	407	5.15e-12	70.1
216	sp|A8LDJ8|MSHA_PARS2	32.955	176	105	6	184	351	257	427	8.80e-12	69.3
216	sp|A0PVZ1|MSHA_MYCUA	27.848	237	156	7	127	352	201	433	9.43e-12	69.3
216	sp|Q82G92|MSHA_STRAW	31.875	160	98	5	184	336	282	437	1.12e-11	69.3
216	sp|P9WMY9|GLGSY_MYCTU	26.136	264	170	7	69	316	104	358	1.52e-11	68.6
216	sp|P9WMY8|GLGSY_MYCTO	26.136	264	170	7	69	316	104	358	1.52e-11	68.6
216	sp|C6WPK3|MSHA_ACTMD	31.633	196	115	7	147	326	192	384	1.69e-11	68.6
216	sp|Q8NNK8|PIMB_CORGL	33.690	187	98	8	150	318	168	346	1.94e-11	68.2
216	sp|P54138|MSHA_MYCLE	32.484	157	96	4	203	352	245	398	2.09e-11	68.2
216	sp|B8ZT88|MSHA_MYCLB	32.484	157	96	4	203	352	245	398	2.09e-11	68.2
216	sp|P37287|PIGA_HUMAN	27.778	270	172	10	58	315	107	365	2.73e-11	68.2
216	sp|P39862|CAPM_STAAU	32.941	170	98	7	170	334	199	357	3.95e-11	67.4
216	sp|D6Z995|MSHA_SEGRD	25.101	247	162	7	126	355	201	441	4.54e-11	67.4
216	sp|C7MSY6|MSHA_SACVD	29.592	196	119	6	147	326	203	395	6.26e-11	67.0
216	sp|B1MHQ0|MSHA_MYCA9	37.815	119	65	3	202	314	265	380	7.93e-11	66.6
216	sp|A0LQY9|MSHA_ACIC1	29.412	221	135	9	147	351	217	432	9.43e-11	66.2
487	sp|P55546|Y4LF_SINFN	42.553	141	80	1	1	141	1	140	1.19e-36	144
760	sp|A0A0H3LM39|ZIP_BORBR	60.390	308	117	3	10	312	2	309	3.39e-94	284
760	sp|Q06916|GUFA_MYXXA	43.802	242	136	0	71	312	13	254	2.36e-47	162
760	sp|Q3B4G1|ZUPT_CHLL3	34.016	244	148	6	72	304	17	258	6.91e-25	103
760	sp|Q8N1S5|S39AB_HUMAN	40.625	160	83	3	162	312	186	342	1.66e-23	101
760	sp|Q6P6S2|S39AB_RAT	40.000	160	84	3	162	312	179	335	2.06e-23	101
760	sp|Q2YDD4|S39AB_BOVIN	40.000	160	84	3	162	312	185	341	2.66e-23	101
760	sp|Q8NQK0|ZUPT_CORGL	35.968	253	144	7	67	306	10	257	1.85e-22	97.4
760	sp|Q8BWY7|S39AB_MOUSE	41.176	153	78	3	169	312	193	342	2.73e-22	98.6
760	sp|B3ECE6|ZUPT_CHLL2	34.000	250	146	10	71	306	16	260	5.43e-22	96.3
760	sp|Q28J44|S39AB_XENTR	39.623	159	84	3	163	312	181	336	1.10e-21	96.7
760	sp|A4SE48|ZUPT_CHLPM	35.484	248	139	9	72	304	17	258	1.60e-21	95.1
760	sp|C3PFG5|ZUPT_CORA7	31.579	247	160	5	67	306	15	259	3.63e-20	91.3
760	sp|B4SPV6|ZUPT_STRM5	32.540	252	156	6	59	300	9	256	2.53e-19	89.0
760	sp|B2FM90|ZUPT_STRMK	32.540	252	156	6	59	300	9	256	1.14e-18	87.0
760	sp|Q8FTK0|ZUPT_COREF	33.186	226	132	6	95	306	42	262	1.32e-18	87.0
760	sp|Q8ENQ1|ZUPT_OCEIH	29.317	249	161	6	71	306	16	262	1.53e-18	86.7
760	sp|Q8P8Z6|ZUPT_XANCP	34.884	172	99	5	139	300	88	256	1.00e-16	82.0
760	sp|Q8PKQ5|ZUPT_XANAC	32.258	248	146	9	67	300	17	256	3.52e-16	80.5
760	sp|B2UL32|ZUPT_AKKM8	31.481	270	146	10	63	307	13	268	3.97e-16	80.1
760	sp|Q3AU90|ZUPT_CHLCH	30.709	254	157	9	67	306	14	262	4.89e-16	79.7
760	sp|B3QP89|ZUPT_CHLP8	30.588	255	156	10	67	306	14	262	5.29e-16	79.7
760	sp|Q9K1H6|ZUPT_NEIMB	32.143	224	134	8	95	306	45	262	1.47e-15	78.6
760	sp|Q8DRY7|ZUPT_STRMU	31.746	252	161	6	63	306	10	258	1.57e-15	78.2
760	sp|A1KRK6|ZUPT_NEIMF	33.040	227	133	9	95	307	45	266	2.17e-15	78.2
760	sp|Q9JX23|ZUPT_NEIMA	33.040	227	133	9	95	307	45	266	2.17e-15	78.2
760	sp|Q72WF3|ZUPT_NITV2	29.119	261	155	9	67	304	16	269	1.57e-13	72.8
760	sp|Q9PIN2|ZUPT_CAMJE	30.712	267	146	11	72	304	21	282	4.13e-13	72.0
760	sp|B7LQB7|ZUPT_ESCF3	33.200	250	147	8	72	310	14	254	8.92e-13	70.5
760	sp|B1HYT6|ZUPT_LYSSC	29.644	253	162	8	67	306	14	263	9.89e-13	70.5
760	sp|P67470|ZUPT_SALTY	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|P67471|ZUPT_SALTI	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|B4TVS2|ZUPT_SALSV	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|C0PYW1|ZUPT_SALPC	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|A9N5W7|ZUPT_SALPB	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|B4T660|ZUPT_SALNS	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|B5REE9|ZUPT_SALG2	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|B5QZ27|ZUPT_SALEP	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|B5FV58|ZUPT_SALDC	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|Q57JS2|ZUPT_SALCH	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|B5F683|ZUPT_SALA4	35.519	183	104	5	72	249	14	187	1.91e-12	69.3
760	sp|B4TI40|ZUPT_SALHS	35.519	183	104	5	72	249	14	187	1.97e-12	69.3
760	sp|A4WEI1|ZUPT_ENT38	35.165	182	106	5	72	249	14	187	2.44e-12	69.3
760	sp|B5BG02|ZUPT_SALPK	37.500	160	86	5	95	249	37	187	2.90e-12	68.9
760	sp|Q5PMU9|ZUPT_SALPA	37.500	160	86	5	95	249	37	187	2.90e-12	68.9
760	sp|Q8XMG8|ZUPT_CLOPE	27.734	256	159	6	75	306	26	279	5.11e-12	68.6
760	sp|B7NJQ3|ZUPT_ECO7I	31.481	216	134	6	95	304	37	244	5.53e-12	68.2
760	sp|Q940Q3|ZTP29_ARATH	31.852	270	135	11	62	304	12	259	6.00e-12	68.2
760	sp|A9MPX1|ZUPT_SALAR	34.783	184	104	6	72	249	14	187	8.04e-12	67.8
760	sp|Q9C9Z1|ZTP50_ARATH	33.333	222	135	5	67	287	107	316	9.53e-12	68.9
760	sp|B7N0I9|ZUPT_ECO81	37.107	159	88	5	95	249	37	187	4.69e-11	65.5
760	sp|Q32BU5|ZUPT_SHIDS	34.615	182	107	5	72	249	14	187	5.01e-11	65.5
760	sp|Q3YXK1|ZUPT_SHISS	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B1LF36|ZUPT_ECOSM	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B6I411|ZUPT_ECOSE	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B7ND33|ZUPT_ECOLU	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|P0A8H3|ZUPT_ECOLI	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B1ISB7|ZUPT_ECOLC	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|P0A8H4|ZUPT_ECOL6	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|Q0TD62|ZUPT_ECOL5	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|A1AFW5|ZUPT_ECOK1	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|A8A4J6|ZUPT_ECOHS	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B1XG45|ZUPT_ECODH	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|C4ZQV8|ZUPT_ECOBW	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B7LZI9|ZUPT_ECO8A	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B5YR85|ZUPT_ECO5E	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|P0A8H5|ZUPT_ECO57	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B7LGI2|ZUPT_ECO55	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B7MAB7|ZUPT_ECO45	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|A7ZRS2|ZUPT_ECO24	37.107	159	88	5	95	249	37	187	6.01e-11	65.1
760	sp|B7UIV3|ZUPT_ECO27	37.107	159	88	5	95	249	37	187	6.74e-11	65.1
1113	sp|A6LFI7|Y2732_PARD8	45.631	103	55	1	1	103	3	104	3.94e-25	93.6
1113	sp|Q3III5|Y1882_PSET1	39.806	103	61	1	1	102	1	103	2.89e-24	91.7
1113	sp|C3LWL5|Y3711_VIBCM	54.118	85	38	1	18	102	20	103	4.30e-23	88.6
1113	sp|A5F0W1|Y288_VIBC3	54.118	85	38	1	18	102	20	103	4.30e-23	88.6
1113	sp|A9C2L1|Y3728_DELAS	48.515	101	50	2	2	102	5	103	1.02e-22	87.4
1113	sp|A6L2T0|Y2335_PHOV8	48.837	86	43	1	18	103	20	104	2.01e-22	87.0
1113	sp|Q2YB30|Y734_NITMU	54.118	85	38	1	18	102	20	103	2.23e-22	86.7
1113	sp|A4W8N3|Y1382_ENT38	48.958	96	47	2	9	103	10	104	2.64e-22	86.7
1113	sp|B5FQ06|YBJQ_SALDC	50.000	96	46	2	9	103	10	104	2.89e-22	86.7
1113	sp|A1K2Y4|Y572_AZOSB	43.689	103	55	3	1	102	3	103	2.93e-22	86.3
1113	sp|Q8A295|Y3410_BACTN	43.137	102	57	1	1	102	3	103	3.29e-22	86.3
1113	sp|A0KLD9|Y2580_AERHH	47.573	103	51	3	1	102	3	103	5.49e-22	85.9
1113	sp|Q3Z3R7|YBJQ_SHISS	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|Q0T8L9|YBJQ_SHIF8	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|Q32DY4|YBJQ_SHIDS	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|Q323N6|YBJQ_SHIBS	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B2TUL3|YBJQ_SHIB3	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|Q1RE59|YBJQ_ECOUT	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B6I8I6|YBJQ_ECOSE	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B7NAL7|YBJQ_ECOLU	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|P0A8C1|YBJQ_ECOLI	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B1IWQ6|YBJQ_ECOLC	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|P0A8C2|YBJQ_ECOL6	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|Q0TJI3|YBJQ_ECOL5	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|A1A9A5|YBJQ_ECOK1	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|A7ZYH0|YBJQ_ECOHS	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B1X807|YBJQ_ECODH	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|C4ZY38|YBJQ_ECOBW	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B7M7E1|YBJQ_ECO8A	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B7MQX0|YBJQ_ECO81	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B5YSG2|YBJQ_ECO5E	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|P0A8C3|YBJQ_ECO57	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B7LD59|YBJQ_ECO55	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B7MHH1|YBJQ_ECO45	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|B7UMV8|YBJQ_ECO27	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|A7ZJT5|YBJQ_ECO24	51.163	86	41	1	18	103	20	104	7.06e-22	85.5
1113	sp|Q83LS2|YBJQ_SHIFL	51.163	86	41	1	18	103	20	104	9.37e-22	85.1
1113	sp|B7LN30|YBJQ_ESCF3	51.163	86	41	1	18	103	20	104	1.03e-21	85.1
1113	sp|B1LN20|YBJQ_ECOSM	51.163	86	41	1	18	103	20	104	1.03e-21	85.1
1113	sp|B7NPG3|YBJQ_ECO7I	51.163	86	41	1	18	103	20	104	1.03e-21	85.1
1113	sp|P67286|YBJQ_SALTY	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|P67287|YBJQ_SALTI	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|B4TRP6|YBJQ_SALSV	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|B5BBU4|YBJQ_SALPK	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|A9N812|YBJQ_SALPB	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|Q5PGL4|YBJQ_SALPA	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|B4T0F2|YBJQ_SALNS	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|B4TCZ1|YBJQ_SALHS	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|B5R878|YBJQ_SALG2	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|B5QYL4|YBJQ_SALEP	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|Q57R70|YBJQ_SALCH	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|A9MIK8|YBJQ_SALAR	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|B5F111|YBJQ_SALA4	51.163	86	41	1	18	103	20	104	1.04e-21	85.1
1113	sp|Q9KKZ9|Y3751_VIBCH	52.941	85	39	1	18	102	20	103	1.07e-21	85.1
1113	sp|Q64ZQ7|Y270_BACFR	47.059	85	44	1	18	102	20	103	1.26e-21	84.7
1113	sp|Q5LIM4|Y226_BACFN	47.059	85	44	1	18	102	20	103	1.26e-21	84.7
1113	sp|Q82VN4|Y1032_NITEU	45.098	102	55	1	1	102	3	103	1.31e-21	84.7
1113	sp|B2VC34|Y2166_ERWT9	46.078	102	53	2	2	103	5	104	4.50e-21	83.6
1113	sp|A8AIP7|Y2237_CITK8	50.000	86	42	1	18	103	20	104	4.86e-21	83.2
1113	sp|A7MF54|Y2470_CROS8	50.000	86	42	1	18	103	20	104	5.98e-21	83.2
1113	sp|C6DEQ9|Y1703_PECCP	47.674	86	44	1	18	103	20	104	2.57e-20	81.6
1113	sp|Q8D461|YBG4_VIBVU	48.235	85	43	1	18	102	20	103	2.95e-20	81.3
1113	sp|Q7MFN7|Y4283_VIBVY	48.235	85	43	1	18	102	20	103	2.95e-20	81.3
1113	sp|Q10Y33|Y3795_TRIEI	41.905	105	58	3	1	103	3	106	2.98e-20	81.3
1113	sp|Q6D3S8|Y2666_PECAS	46.512	86	45	1	18	103	20	104	5.52e-20	80.5
1113	sp|Q7NLS3|Y1048_GLOVI	42.268	97	54	2	9	103	10	106	1.27e-19	79.7
1113	sp|Q5P4L8|Y1619_AROAE	41.748	103	57	3	1	102	3	103	2.12e-19	79.3
1113	sp|Q1GWB1|Y338_SPHAL	41.176	102	56	3	2	102	5	103	2.68e-19	79.0
1113	sp|B4RST1|Y2548_ALTMD	47.674	86	44	1	18	103	20	104	3.73e-19	78.6
1113	sp|Q4JY98|Y060_CORJK	43.564	101	54	2	2	102	5	102	3.97e-19	78.6
1113	sp|C4K578|Y1024_HAMD5	43.689	103	55	3	2	103	4	104	5.45e-19	78.2
1113	sp|Q72J87|Y892_THET2	51.220	82	39	1	22	103	24	104	6.26e-19	78.2
1113	sp|Q5SIV8|Y1256_THET8	51.220	82	39	1	22	103	24	104	6.26e-19	78.2
1113	sp|A1B937|Y3965_PARDP	45.882	85	42	1	18	102	20	100	1.16e-18	77.0
1113	sp|A8GCC2|Y1658_SERP5	45.349	86	46	1	18	103	20	104	1.34e-18	77.0
1113	sp|Q67PZ3|Y1265_SYMTH	44.118	102	53	2	2	103	5	102	1.64e-18	77.0
1113	sp|Q5LRV2|Y2021_RUEPO	48.235	85	41	1	18	102	20	101	2.04e-18	76.6
1113	sp|Q9CKF3|Y1668_PASMU	40.196	102	61	0	1	102	3	104	2.26e-18	76.6
1113	sp|Q1GH90|Y1243_RUEST	45.098	102	50	3	2	102	5	101	2.33e-18	76.6
1113	sp|Q4KB60|Y3418_PSEF5	41.176	102	58	2	2	103	5	104	2.77e-18	76.3
1113	sp|B9MPB0|Y545_CALBD	46.316	95	49	2	9	102	10	103	3.40e-18	76.3
1113	sp|B8FS83|Y3855_DESHD	42.353	85	48	1	18	102	20	103	4.66e-18	75.9
1113	sp|Q24U06|Y2697_DESHY	42.353	85	48	1	18	102	20	103	4.66e-18	75.9
1113	sp|Q3KFG8|Y1745_PSEPF	42.157	102	57	2	2	103	5	104	5.55e-18	75.5
1113	sp|O26607|Y507_METTH	36.275	102	65	0	1	102	3	104	5.58e-18	75.5
1113	sp|A4XHK5|Y771_CALS8	49.412	85	42	1	18	102	20	103	6.32e-18	75.5
1113	sp|B8GZD8|Y2462_CAUVN	36.893	103	63	2	1	102	2	103	1.99e-17	73.9
1113	sp|Q9A5S0|Y2377_CAUVC	36.893	103	63	2	1	102	2	103	1.99e-17	73.9
1113	sp|B7GSP5|Y093_BIFLS	45.349	86	46	1	18	103	21	105	2.08e-17	74.3
1113	sp|Q15TS6|Y2194_PSEA6	40.196	102	60	1	1	102	3	103	2.68e-17	73.9
1113	sp|Q5L046|Y1405_GEOKA	38.462	104	59	3	1	103	3	102	4.81e-17	73.2
1113	sp|A4WV36|Y2361_CERS5	43.529	85	44	1	18	102	20	100	5.44e-17	72.8
1113	sp|B1XLP1|Y1337_PICP2	42.529	87	49	1	18	103	20	106	6.32e-17	72.8
1113	sp|B7GJU0|Y1588_ANOFW	39.216	102	58	2	2	103	5	102	9.75e-17	72.4
1113	sp|Q8G6S6|Y562_BIFLO	44.186	86	47	1	18	103	21	105	1.05e-16	72.4
1113	sp|B3DNU3|Y1357_BIFLD	44.186	86	47	1	18	103	21	105	1.05e-16	72.4
1113	sp|Q3J0S2|YK44_CERS4	43.529	85	44	1	18	102	20	100	1.15e-16	72.0
1113	sp|A3PLI0|Y2093_CERS1	43.529	85	44	1	18	102	20	100	1.15e-16	72.0
1113	sp|B9KKI5|Y1772_CERSK	43.529	85	44	1	18	102	20	100	1.15e-16	72.0
1113	sp|A5CYR8|Y2690_PELTS	39.806	103	56	3	2	103	5	102	2.09e-16	71.6
1113	sp|B2IZ57|Y4817_NOSP7	39.048	105	61	3	1	103	3	106	2.30e-16	71.6
1113	sp|Q73CH0|YA95_BACC1	38.235	102	59	2	2	103	5	102	2.49e-16	71.2
1113	sp|A5MZZ9|Y2433_CLOK5	38.835	103	60	3	1	102	3	103	2.63e-16	71.2
1113	sp|Q8VN02|Y208_LISGR	37.624	101	62	1	2	102	4	103	3.10e-16	71.2
1113	sp|Q6HMG1|Y921_BACHK	37.255	102	60	2	2	103	5	102	4.73e-16	70.5
1113	sp|Q63F05|Y904_BACCZ	37.255	102	60	2	2	103	5	102	4.73e-16	70.5
1113	sp|Q81H14|Y1012_BACCR	37.255	102	60	2	2	103	5	102	4.73e-16	70.5
1113	sp|Q81U83|Y1001_BACAN	37.255	102	60	2	2	103	5	102	4.73e-16	70.5
1113	sp|Q6HFZ7|Y3206_BACHK	38.235	102	59	2	2	103	5	102	5.10e-16	70.5
1113	sp|A3MZI3|Y465_ACTP2	39.216	102	61	1	1	102	3	103	6.14e-16	70.5
1113	sp|Q3AEW1|Y465_CARHZ	43.529	85	45	1	18	102	20	101	9.93e-16	69.7
1113	sp|A4J6G9|Y2155_DESRM	37.500	104	60	3	1	103	3	102	1.06e-15	69.7
1113	sp|Q3MG40|Y420_TRIV2	40.230	87	51	1	18	103	20	106	1.17e-15	69.7
1113	sp|A4IMT1|Y1265_GEOTN	40.698	86	48	1	18	103	20	102	1.47e-15	69.3
1113	sp|Q9RMY7|Y6552_BACAN	34.314	102	63	2	2	103	5	102	1.74e-15	68.9
1113	sp|Q8YU66|Y2488_NOSS1	39.080	87	52	1	18	103	20	106	1.75e-15	69.3
1113	sp|B3GX42|Y542_ACTP7	38.235	102	62	1	1	102	3	103	2.07e-15	68.9
1113	sp|B0BTW8|Y492_ACTPJ	38.235	102	62	1	1	102	3	103	2.07e-15	68.9
1113	sp|Q81EZ2|Y1816_BACCR	36.275	102	61	2	2	103	5	102	2.26e-15	68.9
1113	sp|Q749F2|Y2791_GEOSL	44.118	102	56	1	1	102	3	103	2.33e-15	68.9
1113	sp|Q815H3|Y5181_BACCR	37.255	102	60	2	2	103	5	102	2.97e-15	68.6
1113	sp|Q631H3|Y4874_BACCZ	37.255	102	60	2	2	103	5	102	2.97e-15	68.6
1113	sp|Q6HBA8|Y4859_BACHK	37.255	102	60	2	2	103	5	102	2.97e-15	68.6
1113	sp|Q72XT9|YGI4_BACC1	37.255	102	60	2	2	103	5	102	3.10e-15	68.6
1113	sp|B2TS86|Y2504_CLOBB	38.947	95	56	2	9	102	10	103	6.83e-15	67.8
1113	sp|Q0C2K0|Y1325_HYPNA	36.893	103	62	3	1	102	3	103	7.21e-15	67.8
1113	sp|P73346|Y1118_SYNY3	35.238	105	64	3	1	102	2	105	8.72e-15	67.4
1113	sp|A5W488|Y2816_PSEP1	47.573	103	50	3	2	103	5	104	9.56e-15	67.4
1113	sp|B2V5C5|Y2273_CLOBA	37.864	103	61	3	1	102	3	103	1.20e-14	67.0
1113	sp|Q1I984|Y3024_PSEE4	47.573	103	50	3	2	103	5	104	1.38e-14	67.0
